year,state_fips,county_fips,county_name,precip_sum_mm,tmean_c,tmax_c,tmin_c
2010,17,035,Cumberland,415.6126213679818,25.44864319455945,31.42244879408139,19.475822917525825
2010,17,183,Vermilion,376.3747585194783,24.25990206648319,30.145989607669254,18.374798672006822
2010,17,115,Macon,445.0794963721868,25.117534602157868,30.675671022400106,19.5603901806381
2010,17,049,Effingham,420.74570699344036,25.63849697661404,31.531067697087444,19.746926223707135
2010,17,067,Hancock,632.0904187341068,25.067365687369886,30.616424609894256,19.51929191387127
2010,17,095,Knox,516.567966329128,23.83453879568428,29.22903208087766,18.44103392728287
2010,17,109,McDonough,563.9205508447143,24.561341659485866,30.087742929637614,19.03594071515976
2010,17,081,Jefferson,269.2297439278646,25.901103450122225,31.500150117815295,20.303040103410584
2010,17,113,McLean,318.4997609710644,24.122497361576055,29.966921111710036,18.279072902220392
2010,17,039,De Witt,432.719722509385,24.374801487132437,30.089305734781433,18.661296278132696
2010,17,105,Livingston,304.5464980418592,23.97614206371891,29.907174473585908,18.04610067258991
2010,17,003,Alexander,193.5517299809501,27.52402925491333,33.20019324464926,21.848848053991727
2010,17,093,Kendall,454.9812158880268,23.043478175167614,28.49369563785128,17.59426064994941
2010,17,031,Cook,462.9723719990924,23.858844753484515,28.628576094047478,19.090111296204075
2010,17,037,DeKalb,471.37398564133724,22.56749552250288,27.988509683210783,17.14747535736165
2010,17,089,Kane,464.26760830175715,22.873776150972954,28.339611361137514,17.408932292425728
2010,17,063,Grundy,331.5635488147593,23.49420418916701,29.137101638137416,17.85230899500403
2010,17,111,McHenry,412.42699229983265,22.403469191201278,28.07048601513426,16.737443747545424
2010,17,197,Will,420.7962451964125,23.70118163143819,29.118788694361804,18.28456521042892
2010,17,043,DuPage,513.3635288274478,23.532423723676764,28.95033606262289,18.115494193938446
2010,17,097,Lake,383.4040873786754,22.65234606208204,27.579467718964175,17.726216730644328
2010,17,091,Kankakee,335.6607485403226,24.013149563679878,29.85250127770409,18.174786513790206
2010,17,011,Bureau,417.5056544234687,23.630544066756826,29.274010905917624,17.988063366876847
2010,17,155,Putnam,375.90398921131003,24.148003436418215,29.873260657861508,18.42371776166134
2010,17,099,LaSalle,367.4099635316458,23.58235731391671,29.091238058659062,18.074465003540414
2010,17,131,Mercer,495.4793186096131,24.092210460553666,29.38348093885906,18.80193819977665
2010,17,161,Rock Island,466.1176916350209,24.087854530742202,29.153352781472506,19.023352395836774
2010,17,073,Henry,443.16314197363306,23.751696571813458,29.135991185016927,18.36841183287947
2010,17,103,Lee,405.5868048175999,22.741897017416726,28.28052194091258,17.204255695223203
2010,17,195,Whiteside,388.73043740059467,23.337445458116978,28.84727554040745,17.828621472175627
2010,19,149,Plymouth,553.0272244701899,22.68434779734842,28.565062040457015,16.80462858860051
2010,19,193,Woodbury,526.8457861165995,22.920308903247776,28.751962334965214,17.08965364724866
2010,19,027,Carroll,594.7771824917717,22.607702880854113,28.083463768131324,17.13293419369465
2010,19,061,Dubuque,570.8562487892934,22.444613919662977,27.621758121257244,17.268458379935055
2010,19,101,Jefferson,670.9618820940079,24.524414155864477,30.227401231624178,18.8224293805597
2010,19,187,Webster,664.6934487426,22.806770686371433,28.20455700184152,17.409983503008807
2010,19,111,Lee,643.4777123594761,24.93732673723668,30.15875779778994,19.716887940336157
2010,19,127,Marshall,538.8505080621081,22.92106251334529,28.199771347707127,17.643360211342625
2010,19,195,Worth,440.26264441639205,21.689882653386302,26.95058616094642,16.4301713388376
2010,19,033,Cerro Gordo,422.5824078152132,22.057107949170675,27.597568200015264,16.517640320528276
2010,19,051,Davis,679.0118080989615,24.227800663231783,29.666252623418657,18.79035754983574
2010,19,179,Wapello,777.9343271741719,24.108549173744517,29.450166729759022,18.76792673264365
2010,19,041,Clay,600.4748592036252,22.323750112038777,28.01877114148416,16.62971302738512
2010,19,059,Dickinson,472.2533741496525,22.337715081947657,27.981472654770048,16.694974349138153
2010,19,021,Buena Vista,640.1852963219169,22.514474892432638,28.16409826238862,16.865824084966444
2010,19,013,Black Hawk,616.6346883204604,22.65789356861007,27.98031968599187,17.336462823150274
2010,19,075,Grundy,557.1878347055844,22.72695739422912,28.11864996302397,17.33626318907293
2010,19,017,Bremer,588.5089584601731,22.332443013069437,27.751249493343945,16.914636068655536
2010,19,085,Harrison,597.6336320807835,23.42826799045011,29.2081582438816,17.649372634067863
2010,19,129,Mills,452.38324651384295,24.372703375939192,29.915843619487045,18.83054698281881
2010,19,155,Pottawattamie,547.8111403945393,23.80525016509762,29.437394613580317,18.174094416189533
2010,19,123,Mahaska,809.0582165713485,23.76426436427389,29.062021582866702,18.467492712580643
2010,19,125,Marion,855.9958130973005,24.117766992261252,29.26971139877309,18.966801126360444
2010,19,053,Decatur,541.913077862219,23.831255155526282,29.378224366379754,18.285282914729077
2010,19,031,Cedar,519.34323506831,23.190886983850508,28.529202064293923,17.85357566779912
2010,19,151,Pocahontas,605.8189786954962,22.631451721737907,28.172342987407678,17.091546819061122
2010,19,109,Kossuth,470.15635850539934,22.394789019824273,27.89629011710693,16.89427718343125
2010,19,089,Howard,440.75299931569947,21.285257483204738,26.88164383456673,15.689882960596506
2010,19,147,Palo Alto,579.1307691078769,22.369949662409546,27.980441318693725,16.760455030385277
2010,19,159,Ringgold,526.3144011929497,23.8844276107567,29.296847546017283,18.472988539075406
2010,19,025,Calhoun,664.4977097793311,22.635358314862426,28.012027656811366,17.2596702756376
2010,19,039,Clarke,572.4472372263162,23.842781946897734,29.39431497438822,18.29225415977322
2010,19,065,Fayette,562.5110391108784,21.913034189940824,27.36775377270511,16.45930919447678
2010,19,001,Adair,598.0096597936775,23.437460742339923,29.002336102283724,17.873585575140893
2010,19,037,Chickasaw,451.2054302682644,21.723558796884443,27.201800042753295,16.24631308726645
2010,19,081,Hancock,446.1492257089145,22.217920980908012,27.660759472883164,16.77606939763704
2010,19,157,Poweshiek,644.8688407535088,23.369292757941942,28.795417914546647,17.9441499490902
2010,19,165,Shelby,641.1961901954121,22.780881224823492,28.441839004799654,17.120934933424905
2010,19,185,Wayne,677.881377452272,23.746117740149625,29.230963234770286,18.262279327402148
2010,19,097,Jackson,499.7788470335003,22.699307287162988,28.088548988381973,17.311085492255188
2010,19,043,Clayton,487.16157404774515,22.212031408920964,27.550193349973913,16.874862975770284
2010,19,007,Appanoose,818.7952953438748,23.971495555090772,29.265004588441784,18.678979568718923
2010,19,177,Van Buren,640.205538734521,24.691807757876862,30.421635730792513,18.962976138558222
2010,19,197,Wright,670.5068268825562,22.915276872585466,28.459624693998897,17.37193229332884
2010,19,137,Montgomery,489.82885743239456,23.82611104232843,29.493851855285186,18.159358315001757
2010,19,175,Union,557.3883067883646,23.69374830533352,29.129209209070773,18.259284526406997
2010,19,107,Keokuk,724.1607239402332,23.76045803254181,29.1877021076668,18.33421352854074
2010,19,131,Mitchell,451.42576525261967,21.566314011380925,26.980752187269655,16.152874263248005
2010,19,191,Winneshiek,428.84943639315924,21.776760810910236,27.222586740071524,16.331926592666292
2010,19,161,Sac,636.4323812191819,22.396699116484093,27.894057432775984,16.900347464447176
2010,19,055,Delaware,615.1808710425103,22.107429719642234,27.578427973050164,16.63743287871329
2010,19,067,Floyd,438.5019293280397,22.291731362708614,27.821271696853913,16.7631897408033
2010,19,009,Audubon,676.0868017331632,22.60817969941528,28.15211116582936,17.06524331929455
2010,19,079,Hamilton,658.8110288802726,23.045085447128344,28.570391424275282,17.520776678250346
2010,19,069,Franklin,614.4416145992001,22.60968910987546,28.21452377419378,17.005854427588567
2010,19,141,O'Brien,603.3818985590472,22.33758092399692,28.155811434436018,16.520360513672955
2010,19,167,Sioux,575.7641912432368,22.44447568545333,28.37387371403565,16.516062377328954
2010,19,005,Allamakee,482.7757855132862,22.206473412954015,27.342348937826642,17.07159300964776
2010,19,189,Winnebago,426.9824530485036,22.019852282714318,27.452608140924095,16.58808986589092
2010,19,093,Ida,627.5635162738945,22.48245044608613,27.984329835297046,16.981562049827755
2010,19,029,Cass,632.4354259120814,23.2528498681922,29.008011687532882,17.498679409771352
2010,19,083,Hardin,563.686028195279,22.805900291585694,28.30725597316127,17.305543316857488
2010,19,173,Taylor,473.8263293285556,23.80774369097314,29.281259637388253,18.335208431150587
2010,19,145,Page,416.6336527508045,23.952062229539536,29.45492178878889,18.450187293240262
2010,19,035,Cherokee,617.4581578714198,22.547112535682174,28.27520740065128,16.820017065449672
2010,19,071,Fremont,387.5411766909846,24.613891201690496,30.19402209653333,19.034741361583162
2010,19,095,Iowa,546.6762292183855,23.2726624022977,28.642256654813036,17.904051958709278
2010,19,023,Butler,558.648649493395,22.832287941143896,28.401601750569807,17.26396271698699
2010,19,063,Emmet,491.46624695595176,22.11660401789215,27.677272673420973,16.556916930036653
2010,19,047,Crawford,599.6785671225775,22.476312451153163,27.990284531752902,16.96331995550048
2010,19,019,Buchanan,621.9067577231451,22.282979039243365,27.726771709054987,16.840171062262897
2010,19,143,Osceola,504.8680443504121,22.127429422322002,28.016380010577638,16.23946642451699
2010,19,073,Greene,605.3195778260881,22.794346928049894,28.231062114167603,17.358626217887323
2010,19,087,Henry,595.2632232571679,24.468400487919048,29.754722933931426,19.183084846948198
2010,19,119,Lyon,495.9781088024195,22.257594607337495,28.248722093871184,16.267465798782162
2010,19,003,Adams,514.4541570469088,23.46051473454514,28.942869567045573,17.979175429188366
2010,19,133,Monona,548.0590884927954,23.163158404719542,29.207779733884323,17.119540465425718
2010,19,091,Humboldt,632.2479520183804,22.991481326775865,28.50227003354909,17.48167365987952
2010,19,115,Louisa,552.1427507625873,24.540109182517476,29.88573482490105,19.195484618469077
2010,19,171,Tama,493.37131653442253,22.840649288579286,28.261290641351216,17.42100020923567
2010,19,135,Monroe,763.2237350722803,23.823478738266456,29.048797498677693,18.599138307832153
2010,19,117,Lucas,697.5390777822822,23.931765342781986,29.342465183935218,18.522057462507277
2010,19,057,Des Moines,531.1941690259086,24.599185100237424,29.69854326789549,19.5008145498002
2010,19,011,Benton,489.52667389543774,22.894440045286807,28.271598458698193,17.518287810062983
2010,19,113,Linn,534.8453622786681,22.789789588330645,28.11885028302212,17.461714677632983
2010,19,105,Jones,528.8684756528701,22.53212890465316,27.983878706525463,17.081378297436142
2010,19,103,Johnson,541.064599665513,23.60083988937766,28.712691801953945,18.489980555564046
2010,19,183,Washington,666.7557434361163,24.042787465984027,29.508337575711522,18.57823809943933
2010,19,045,Clinton,478.161459812907,23.131394377885872,28.462295533246884,17.801501491343338
2010,19,163,Scott,477.9968524770922,23.688345330511744,28.761622970694937,18.616061062043677
2010,19,139,Muscatine,583.2742986747262,24.136373566824897,29.3395888650839,18.93415098178672
2010,19,169,Story,692.4198715392298,22.93927805023978,28.256886864402677,17.62265548852073
2010,19,015,Boone,686.4420369192297,23.061064573854544,28.45927576323134,17.663835674481653
2010,19,121,Madison,642.2694171203832,23.490226703672832,28.934523540618493,18.046921938253455
2010,19,181,Warren,703.5482409848299,24.06316499293495,29.314255999920203,18.813067989872962
2010,19,049,Dallas,693.7985277204448,23.41214640466772,28.897694540839044,17.927585775897935
2010,19,153,Polk,793.630520101739,24.01002925434037,29.364304980985203,18.65675355403226
2010,19,077,Guthrie,666.8671954442806,23.079772053194937,28.661607362408944,17.498922572057467
2010,19,099,Jasper,793.3437496948602,23.637657684944482,28.964977838417788,18.31133171736511
2010,31,043,Dakota,445.0922565566913,23.123392208274854,29.164961866020164,17.082810851207043
2010,31,051,Dixon,490.7980536365411,22.74756299622379,29.01069494619434,16.48543096530021
2010,31,053,Dodge,540.0505803497125,23.57704975989351,29.409438302796033,17.745660328434465
2010,31,025,Cass,475.3912967135425,24.524129052210306,30.0067802284993,19.042476492928134
2010,31,055,Douglas,487.39713370166686,24.39420305343271,29.697356587311013,19.09204673951118
2010,31,153,Sarpy,484.91218153373086,24.449559125805553,29.853648516897824,19.046452237206076
2010,31,155,Saunders,488.92716939768684,23.651949863900825,29.775148146646853,17.52975737820533
2010,31,177,Washington,555.9249170459232,23.99836533800178,29.482146945991143,18.5155736654186
2010,31,067,Gage,372.2174553915595,24.572431277003332,30.597411488165818,18.54843858891415
2010,31,109,Lancaster,451.57232774019155,24.36563822013529,30.23619008960644,18.496088563127945
2010,31,159,Seward,387.0799028831273,24.011185010918737,30.074831367686986,17.94852844241665
2010,31,139,Pierce,458.3444556757269,22.834080063705752,29.001142777618202,16.66800932533214
2010,31,119,Madison,490.32253832346504,22.819986551085783,28.78419246374728,16.85676715073565
2010,31,167,Stanton,553.876349980388,22.86161180275489,28.84980131047185,16.874408634002098
2010,31,117,McPherson,453.83176639064783,22.223098681998426,29.50812080118558,14.939069900011283
2010,31,111,Lincoln,421.41905111006827,22.506638754205913,29.67185717544916,15.342412365421273
2010,31,113,Logan,443.51342200032775,22.276235419373414,29.484855430996287,15.068616766721698
2010,31,007,Banner,181.6619478866767,21.010777435685696,29.305013287347514,12.717534944826653
2010,31,157,Scotts Bluff,198.10133667942156,21.664660241111772,29.82981508431771,13.500507527539686
2010,31,165,Sioux,204.1533813425321,20.228565355566367,28.460535293723144,11.997593899823663
2010,31,039,Cuming,615.7263674142729,22.968889447746356,28.93192238334026,17.006843124321207
2010,31,129,Nuckolls,340.29690711435654,24.2368644307008,30.867801394207625,17.60691122884667
2010,31,101,Keith,310.65983850085047,22.75749361437736,30.29476332332492,15.221210166653497
2010,31,137,Phelps,405.6269336077596,23.29004282864562,29.628261768656397,16.952824110206283
2010,31,181,Webster,367.9734228347718,23.96820468208707,30.517280944682398,17.420111301968813
2010,31,015,Boyd,515.4007098720712,22.714046344709768,29.19614806645966,16.232955280375187
2010,31,171,Thomas,426.89573855966586,22.458181651451845,29.628253759099135,15.28911079919627
2010,31,089,Holt,457.2694097227984,22.484302750078974,28.911991336961197,16.05760797101343
2010,31,017,Brown,375.8866674301948,22.46304343230754,29.33134005500854,15.5957417163469
2010,31,103,Keya Paha,341.8835143286594,22.57142380584799,29.216503612284736,15.927343699979296
2010,31,077,Greeley,442.74517082918425,22.782221701874555,29.211696736917126,16.353735120157037
2010,31,095,Jefferson,322.80431560343123,24.432941142903356,30.706904774554495,18.15997664979737
2010,31,151,Saline,290.36584489255,24.133765506714028,30.19941713107843,18.06911418390138
2010,31,057,Dundy,296.9317235072626,23.63522170006869,31.44498690539607,15.82645285895357
2010,31,131,Otoe,450.6300510608494,24.58718710585126,30.345496185691214,18.829886449863306
2010,31,087,Hitchcock,346.2653269065443,24.094650375329383,31.812859322304636,16.37743506589048
2010,31,105,Kimball,219.09054085686634,20.46811813206014,28.74661890479179,12.190613370640671
2010,31,127,Nemaha,375.1510496795235,24.825800243063437,30.562563290808587,19.090032290696605
2010,31,041,Custer,474.21823475400805,22.341933819471652,29.00871477413367,15.676148375473378
2010,31,143,Polk,448.05260515055136,23.55589699987449,29.499354453597615,17.61342988569459
2010,31,045,Dawes,254.73172404657157,21.358401070864495,29.203851298246445,13.513961032784687
2010,31,179,Wayne,473.2736674285036,22.78077240229183,28.851129336693376,16.711416711612618
2010,31,071,Garfield,465.4312323746243,22.285026453647383,28.900739372206147,15.670324530910797
2010,31,013,Box Butte,252.5140812492459,21.02325998548604,28.837434420318097,13.210084994079441
2010,31,173,Thurston,505.26722616681576,23.1402881360361,29.459060113069725,16.822511399387363
2010,31,011,Boone,480.7200693841518,22.78980548348765,28.97361745746327,16.606992167293505
2010,31,145,Red Willow,331.80308471627296,24.056683183498162,31.42063022183103,16.693735385562846
2010,31,149,Rock,430.165793428039,22.21213480503579,28.71988482607841,15.705372521374613
2010,31,005,Arthur,333.1187828301632,22.087887292576085,29.55365769220806,14.623108963794156
2010,31,085,Hayes,409.9449044009838,23.12494930892032,30.532004096834843,15.718898898162522
2010,31,097,Johnson,398.7243916909772,24.530408105019756,30.516548801956077,18.545227219582255
2010,31,003,Antelope,456.42566785388374,22.540597862466754,28.625780037754986,16.456416569281934
2010,31,163,Sherman,430.38060157970745,22.76236626165559,29.265408595708234,16.260309897168632
2010,31,161,Sheridan,296.6331107091623,21.04409637247197,28.542565685255596,13.546618477142085
2010,31,133,Pawnee,388.56341184039684,24.764051648914577,30.71170586215625,18.817399780930714
2010,31,075,Grant,342.97897063830015,21.469698934033968,28.811895074103624,14.128490893727149
2010,31,021,Burt,612.3523425866939,23.37206349051707,29.300162421409123,17.444959778624607
2010,31,009,Blaine,501.8222809012046,22.51786398929147,29.529633119497426,15.507092512614403
2010,31,027,Cedar,485.889892797578,22.74562826876176,28.88671809265689,16.60552932778485
2010,31,169,Thayer,329.6356404763203,24.562470424317162,31.040581385762504,18.085351988339443
2010,31,049,Deuel,254.70746013566512,22.589851842541364,30.437851841251693,14.742846383763625
2010,31,123,Morrill,257.95009516724014,21.85337597630283,29.774142371291678,13.933603083529794
2010,31,115,Loup,490.31044073713457,22.37735467101652,29.13754850730726,15.618148707107006
2010,31,063,Frontier,371.9352997561785,23.314753094912543,30.405499332874474,16.224998249698565
2010,31,125,Nance,463.91913705548865,23.365667313482888,29.496548209195023,17.23577476564815
2010,31,107,Knox,506.3299197858218,22.832207712733258,29.297488990965324,16.367929446969516
2010,31,135,Perkins,344.43164616119293,22.9277824033913,30.581934570754377,15.274620819930346
2010,31,037,Colfax,496.63254697095726,23.34950329056136,29.366548668265754,17.333442911522468
2010,31,023,Butler,475.3446651009018,23.749535657299344,29.853431759515765,17.64663649220172
2010,31,031,Cherry,334.04418253220314,21.776327486641332,29.13834429084002,14.415307191282569
2010,31,183,Wheeler,437.77237596025384,22.560701071274174,29.008053368087495,16.11434945147088
2010,31,061,Franklin,428.11682162299985,24.033252149082305,30.630436637859905,17.43707323573455
2010,31,029,Chase,368.2714201304413,23.142490080653626,30.682030663412114,15.603928686282668
2010,31,059,Fillmore,333.64071051616156,23.95976541444479,30.210296974636737,17.710246551669037
2010,31,185,York,340.6949621227748,23.908349569359856,30.10256942899683,17.715112667897305
2010,31,035,Clay,375.70853478622894,23.899597039240263,30.078070662541986,17.72210260669131
2010,31,033,Cheyenne,253.14267562421196,21.812089649426685,29.731139618689966,13.894033946168005
2010,31,069,Garden,310.11803320885025,21.863201411114154,29.491276167944548,14.236119542328073
2010,31,083,Harlan,382.1670364537052,24.149922357327807,30.895285160475613,17.405560891960345
2010,31,091,Hooker,361.9427097691593,21.95609632871894,29.119195087310377,14.794000648884651
2010,31,147,Richardson,369.8149577506817,24.998094917063455,30.668810080125567,19.328372459675215
2010,31,065,Furnas,320.88023494834437,24.261565290499384,31.594067256079015,16.930064056216832
2010,31,175,Valley,432.71323655823886,22.605170941423307,29.09099247600862,16.12034437610405
2010,31,141,Platte,511.73128109433475,23.195505287528455,29.226457627420135,17.165545525345408
2010,31,121,Merrick,430.925784113919,23.759251885141754,29.801379825128592,17.718122536909345
2010,31,079,Hall,393.55315454942115,23.71768199582133,29.76311445360616,17.67325110791235
2010,31,081,Hamilton,373.62396194639285,23.754458123611684,29.760897742768933,17.74900289355487
2010,31,093,Howard,426.5602543671954,23.34419437334546,29.543582674537696,17.145815200428295
2010,31,001,Adams,332.0736477847308,23.88765418074944,29.998824310352852,17.777473213535835
2010,31,099,Kearney,383.21185074201344,23.7587769197557,30.134207089252094,17.384333280110315
2010,31,019,Buffalo,393.50168767890256,23.18116428255622,29.54901627933067,16.814299926803457
2010,31,073,Gosper,369.56819698287023,23.2856147294923,29.8766037391729,16.695616616866253
2010,31,047,Dawson,453.65072693749033,22.92926264077624,29.439746015208097,16.419770086475864
2010,37,037,Chatham,283.7920607603267,26.611316243966208,32.236711404400815,20.986905944331514
2010,37,115,Madison,333.1892077717805,23.06203737913677,29.434125878994852,16.690928345887098
2010,37,087,Haywood,342.4783544981134,20.9993434271757,26.63256816183204,15.367103372045174
2010,37,021,Buncombe,245.68716345055213,23.07169528069529,28.864676118745045,17.279709911241405
2010,37,089,Henderson,317.0692059247363,23.610067982023175,29.174365211533463,18.0467769223478
2010,37,175,Transylvania,457.88749290842213,22.11118686616574,27.526921531280916,16.696448464876642
2010,37,167,Stanly,341.7164365869117,27.09569858496904,32.848222248337215,21.344164413266917
2010,37,109,Lincoln,277.52500757989844,26.628447379288918,32.66982601707204,20.588081449649874
2010,37,159,Rowan,362.4561126222356,26.332268276454354,32.13286528700789,20.53267556543962
2010,37,025,Cabarrus,401.6749747226239,27.120127420330093,32.91134491385404,21.329910356653414
2010,37,097,Iredell,356.58299837957094,25.804197042393024,31.695306739139767,19.914082828253406
2010,37,071,Gaston,277.34980694112005,26.994696128749997,32.917788333033826,21.072601796593677
2010,37,179,Union,321.30958774745153,27.249234021136456,32.86872824907707,21.63073383040042
2010,37,119,Mecklenburg,339.8479345794782,27.252877879878522,32.963116905786784,21.543633313501786
2010,37,045,Cleveland,256.0797218165369,26.458941080541173,32.57019705746076,20.348678964002925
2010,37,005,Alleghany,345.2964453266312,22.17505230888632,28.05836259200242,16.292735526681273
2010,37,173,Swain,327.701534832153,21.91954949741368,27.819251017854583,16.020856173878414
2010,37,011,Avery,378.77989723155827,21.06301981497545,26.357604171409275,15.769443416859218
2010,37,033,Caswell,312.5664882902126,26.36733927056634,32.70803359718427,20.0276279609824
2010,37,075,Graham,339.22898524015744,23.185866477665556,28.875847878538533,17.496884026160213
2010,37,007,Anson,334.1359193849636,27.542693726084998,33.406969738277674,21.679404247075084
