year,state_alpha,county_name,county_code,commodity_desc,short_desc,Value,unit_desc
2010,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",199.6,BU / ACRE
2010,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",141.0,BU / ACRE
2011,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",175.2,BU / ACRE
2011,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",189.8,BU / ACRE
2011,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",140.7,BU / ACRE
2012,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.1,BU / ACRE
2012,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",201.9,BU / ACRE
2012,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",78.8,BU / ACRE
2013,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.9,BU / ACRE
2013,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",185.2,BU / ACRE
2013,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",61.6,BU / ACRE
2014,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.7,BU / ACRE
2014,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",211.5,BU / ACRE
2014,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",83.2,BU / ACRE
2015,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.0,BU / ACRE
2015,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",220.7,BU / ACRE
2015,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",109.3,BU / ACRE
2016,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.9,BU / ACRE
2016,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",206.6,BU / ACRE
2016,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",128.2,BU / ACRE
2017,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",179.0,BU / ACRE
2018,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",195.0,BU / ACRE
2018,NE,FRANKLIN,061,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",232.5,BU / ACRE
2018,NE,FRANKLIN,061,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",129.1,BU / ACRE
2019,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",183.9,BU / ACRE
2020,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",171.6,BU / ACRE
2021,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.9,BU / ACRE
2022,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.3,BU / ACRE
2023,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",196.8,BU / ACRE
2024,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.7,BU / ACRE
2025,NE,FRANKLIN,061,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.6,BU / ACRE
2010,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",146.8,BU / ACRE
2010,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",192.6,BU / ACRE
2010,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",114.9,BU / ACRE
2011,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",129.0,BU / ACRE
2011,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",177.5,BU / ACRE
2011,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",97.0,BU / ACRE
2012,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,BU / ACRE
2012,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",173.7,BU / ACRE
2012,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",26.6,BU / ACRE
2013,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",98.3,BU / ACRE
2013,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",179.7,BU / ACRE
2013,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",38.0,BU / ACRE
2014,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.5,BU / ACRE
2014,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",206.6,BU / ACRE
2014,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",62.0,BU / ACRE
2015,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.9,BU / ACRE
2015,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",195.1,BU / ACRE
2015,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",119.7,BU / ACRE
2016,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.4,BU / ACRE
2016,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",201.3,BU / ACRE
2016,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",118.0,BU / ACRE
2017,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.8,BU / ACRE
2017,NE,FRONTIER,063,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",186.7,BU / ACRE
2017,NE,FRONTIER,063,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",89.4,BU / ACRE
2019,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",148.7,BU / ACRE
2020,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.0,BU / ACRE
2021,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",131.3,BU / ACRE
2022,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",124.4,BU / ACRE
2024,NE,FRONTIER,063,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.4,BU / ACRE
2010,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",135.8,BU / ACRE
2010,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",197.2,BU / ACRE
2010,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",107.0,BU / ACRE
2011,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",127.8,BU / ACRE
2011,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",190.8,BU / ACRE
2011,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",100.8,BU / ACRE
2012,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",81.2,BU / ACRE
2012,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",177.1,BU / ACRE
2012,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",31.2,BU / ACRE
2013,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",69.4,BU / ACRE
2013,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",153.1,BU / ACRE
2013,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",29.8,BU / ACRE
2014,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",122.4,BU / ACRE
2014,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",188.3,BU / ACRE
2014,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",94.5,BU / ACRE
2015,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",153.8,BU / ACRE
2016,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.9,BU / ACRE
2016,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",190.7,BU / ACRE
2016,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",125.5,BU / ACRE
2017,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.4,BU / ACRE
2017,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",209.4,BU / ACRE
2017,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",123.3,BU / ACRE
2018,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.8,BU / ACRE
2018,NE,FURNAS,065,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",205.8,BU / ACRE
2018,NE,FURNAS,065,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",132.6,BU / ACRE
2019,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.8,BU / ACRE
2020,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136.3,BU / ACRE
2021,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.4,BU / ACRE
2022,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.1,BU / ACRE
2023,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.8,BU / ACRE
2024,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.9,BU / ACRE
2025,NE,FURNAS,065,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",155.1,BU / ACRE
2010,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",134.7,BU / ACRE
2010,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",170.4,BU / ACRE
2010,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",124.1,BU / ACRE
2011,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",136.5,BU / ACRE
2011,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",179.4,BU / ACRE
2011,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",123.9,BU / ACRE
2012,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",89.7,BU / ACRE
2012,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",184.5,BU / ACRE
2012,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",58.0,BU / ACRE
2013,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",150.6,BU / ACRE
2013,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",200.6,BU / ACRE
2013,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",134.2,BU / ACRE
2014,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",169.7,BU / ACRE
2014,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",204.4,BU / ACRE
2014,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",158.7,BU / ACRE
2015,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",152.6,BU / ACRE
2015,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",184.6,BU / ACRE
2015,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",142.4,BU / ACRE
2016,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.6,BU / ACRE
2016,NE,GAGE,067,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",178.4,BU / ACRE
2016,NE,GAGE,067,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",125.2,BU / ACRE
2017,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",151.7,BU / ACRE
2018,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",172.7,BU / ACRE
2019,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",159.1,BU / ACRE
2020,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",162.5,BU / ACRE
2021,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.5,BU / ACRE
2022,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",133.8,BU / ACRE
2023,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",164.6,BU / ACRE
2025,NE,GAGE,067,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.2,BU / ACRE
2010,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",142.6,BU / ACRE
2010,NE,GARDEN,069,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",169.8,BU / ACRE
2010,NE,GARDEN,069,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",74.6,BU / ACRE
2011,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",144.6,BU / ACRE
2011,NE,GARDEN,069,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",175.6,BU / ACRE
2011,NE,GARDEN,069,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",85.2,BU / ACRE
2012,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",120.1,BU / ACRE
2012,NE,GARDEN,069,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",148.5,BU / ACRE
2012,NE,GARDEN,069,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",14.5,BU / ACRE
2013,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",116.3,BU / ACRE
2013,NE,GARDEN,069,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",159.8,BU / ACRE
2013,NE,GARDEN,069,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",31.9,BU / ACRE
2014,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",143.9,BU / ACRE
2014,NE,GARDEN,069,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",191.6,BU / ACRE
2014,NE,GARDEN,069,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",57.2,BU / ACRE
2018,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",109.5,BU / ACRE
2020,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",65.1,BU / ACRE
2023,NE,GARDEN,069,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",141.2,BU / ACRE
2010,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.2,BU / ACRE
2010,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",165.4,BU / ACRE
2010,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",94.2,BU / ACRE
2011,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",168.2,BU / ACRE
2011,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",181.8,BU / ACRE
2011,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",107.5,BU / ACRE
2012,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.1,BU / ACRE
2013,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.5,BU / ACRE
2013,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",180.9,BU / ACRE
2013,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",83.9,BU / ACRE
2014,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",137.4,BU / ACRE
2014,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",146.3,BU / ACRE
2014,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",72.5,BU / ACRE
2015,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",177.2,BU / ACRE
2015,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",186.5,BU / ACRE
2015,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",105.1,BU / ACRE
2016,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.8,BU / ACRE
2016,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",198.3,BU / ACRE
2016,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",150.3,BU / ACRE
2017,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",185.6,BU / ACRE
2017,NE,GARFIELD,071,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",196.5,BU / ACRE
2017,NE,GARFIELD,071,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",115.2,BU / ACRE
2018,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",205.0,BU / ACRE
2019,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.6,BU / ACRE
2020,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.1,BU / ACRE
2021,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",208.6,BU / ACRE
2022,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",184.8,BU / ACRE
2023,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",192.9,BU / ACRE
2024,NE,GARFIELD,071,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",203.0,BU / ACRE
2010,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.5,BU / ACRE
2010,NE,GOSPER,073,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",203.5,BU / ACRE
2010,NE,GOSPER,073,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",125.5,BU / ACRE
2011,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",167.6,BU / ACRE
2011,NE,GOSPER,073,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",198.5,BU / ACRE
2011,NE,GOSPER,073,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",100.4,BU / ACRE
2012,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",156.6,BU / ACRE
2012,NE,GOSPER,073,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",197.9,BU / ACRE
2012,NE,GOSPER,073,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",29.0,BU / ACRE
2013,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",166.7,BU / ACRE
2013,NE,GOSPER,073,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",200.0,BU / ACRE
2013,NE,GOSPER,073,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",38.0,BU / ACRE
2014,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",187.1,BU / ACRE
2015,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.3,BU / ACRE
2016,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",178.2,BU / ACRE
2016,NE,GOSPER,073,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",205.7,BU / ACRE
2016,NE,GOSPER,073,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",124.7,BU / ACRE
2018,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",204.5,BU / ACRE
2020,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",201.8,BU / ACRE
2021,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",218.3,BU / ACRE
2022,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",154.1,BU / ACRE
2023,NE,GOSPER,073,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",206.6,BU / ACRE
2010,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",163.7,BU / ACRE
2010,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",176.7,BU / ACRE
2010,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",112.7,BU / ACRE
2011,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",145.3,BU / ACRE
2011,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",154.1,BU / ACRE
2011,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",110.5,BU / ACRE
2012,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",161.6,BU / ACRE
2013,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",180.8,BU / ACRE
2014,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",176.5,BU / ACRE
2014,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",187.8,BU / ACRE
2014,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",131.9,BU / ACRE
2015,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",181.1,BU / ACRE
2015,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",197.0,BU / ACRE
2015,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",122.3,BU / ACRE
2016,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",186.7,BU / ACRE
2016,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",201.9,BU / ACRE
2016,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",125.6,BU / ACRE
2017,NE,GREELEY,077,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",188.3,BU / ACRE
2017,NE,GREELEY,077,CORN,"CORN, GRAIN, IRRIGATED - YIELD, MEASURED IN BU / ACRE",204.8,BU / ACRE
2017,NE,GREELEY,077,CORN,"CORN, GRAIN, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE",120.9,BU / ACRE
