year,period,state_fips,county_fips,county_name,precip_sum_mm,tmean_c,tmax_c,tmin_c
2010,jun,17,77,Jackson,91.055120012413,26.553147784156295,31.83985425761608,21.26744822629794
2010,jun,17,147,Piatt,220.70056974186477,23.829762729921544,29.03910545750246,18.62141779012109
2010,jun,17,53,Ford,204.7333508196645,22.87442754288205,28.388064456559775,17.361785459900936
2010,jun,17,19,Champaign,235.3565168859858,23.74653148046915,29.071255766060595,18.42279989937375
2010,jun,17,29,Coles,211.55234101337427,24.336715308017137,29.537311866386048,19.137104738613427
2010,jun,17,35,Cumberland,210.7372517353246,24.859192289713267,30.38813807760702,19.331209653596623
2010,jun,17,183,Vermilion,214.19130315371416,23.69805780183277,29.11672479013163,18.28038880472708
2010,jun,17,115,Macon,243.81023807791863,24.359601514707553,29.584812516091315,19.135392119678183
2010,jun,17,49,Effingham,208.43778239139803,25.095614504650943,30.604507265365125,19.58772435896135
2010,jun,17,67,Hancock,293.85535640614296,24.187028237279325,29.77445391804913,18.600602807337527
2010,jun,17,95,Knox,286.03648867219664,22.92347962190831,28.242224746593426,17.605713920625202
2010,jun,17,109,McDonough,249.74905458697975,23.64899269766093,29.189054159937484,18.109917697656932
2010,jun,17,81,Jefferson,104.79026652723032,25.497171615323065,30.727649156162208,20.267693360760138
2010,jun,17,113,McLean,196.9490621040733,23.206550109039895,28.60800139000052,17.80610057312004
2010,jun,17,39,De Witt,259.1781626634896,23.58373388023294,28.88554593757357,18.28291163088356
2010,jun,17,105,Livingston,175.74276775083962,22.80326474621856,28.387515693601905,17.219996349462214
2010,jun,17,3,Alexander,59.750276663981246,27.690258585691748,33.081386011116656,22.300113331002155
2010,jun,17,93,Kendall,194.98545312624591,21.607987079366257,26.868725594021942,16.348261373375045
2010,jun,17,31,Cook,183.9656572159305,21.926936944900053,26.595141922580098,17.25971753275448
2010,jun,17,37,DeKalb,193.33020536117007,21.176133780718683,26.424503196966302,15.928760040876512
2010,jun,17,89,Kane,171.37140520437868,21.337585140105094,26.59687743398961,16.079286596075804
2010,jun,17,63,Grundy,184.2176475809137,22.22885543490787,27.671790368421178,16.78692063188773
2010,jun,17,111,McHenry,169.37449842106705,20.70454161658468,26.174878452549,15.235207799676536
2010,jun,17,197,Will,178.4803757212624,22.159543489365003,27.42745685310713,16.89263401715089
2010,jun,17,43,DuPage,190.4704562165635,21.71012190623641,27.031186792548542,16.390034156167467
2010,jun,17,97,Lake,149.81637707401353,20.664318213756555,25.49029808391496,15.83935210001624
2010,jun,17,91,Kankakee,195.77412349908676,22.54425977712523,28.026468734904523,17.06303383840223
2010,jun,17,11,Bureau,235.97402033140523,22.58267048403207,28.133876853165948,17.032456179114007
2010,jun,17,155,Putnam,226.3023456244566,23.00458847624198,28.570978983196515,17.43915421848441
2010,jun,17,99,LaSalle,213.87361646213373,22.36004177839323,27.645510455023462,17.07556667650445
2010,jun,17,131,Mercer,260.8564351659979,23.171102106387615,28.53955882781584,17.803621935832187
2010,jun,17,161,Rock Island,211.6213697733926,23.027830901507443,28.18800960993922,17.86864831211218
2010,jun,17,73,Henry,225.46534383862456,22.7497979763128,28.118005405375413,17.38259617149229
2010,jun,17,103,Lee,195.71752404032787,21.51703322393083,26.95259842365757,16.08244957949598
2010,jun,17,195,Whiteside,175.28851624150576,22.233163551197997,27.730118147493457,16.737228244244406
2010,jun,19,149,Plymouth,241.0361236449891,21.245079471050637,27.195753324972237,15.295408303023162
2010,jun,19,193,Woodbury,214.61077607753157,21.510210914378373,27.440484138625425,15.580945263304072
2010,jun,19,27,Carroll,270.8563632804969,21.25543820647749,26.891765534192498,15.62012055387682
2010,jun,19,61,Dubuque,197.6708410471581,21.140732712691783,26.36750510482987,15.914950882721836
2010,jun,19,101,Jefferson,325.4090734470229,23.954434875384223,29.84058233193598,18.069288490467137
2010,jun,19,187,Webster,266.44222686708974,21.28079124477243,26.726000711020273,15.836569174595711
2010,jun,19,111,Lee,316.6682765774404,23.949774353849648,29.27521094338849,18.62533474114511
2010,jun,19,127,Marshall,207.2216188180987,21.69078389051384,27.043055430076578,16.339532051302456
2010,jun,19,195,Worth,198.46234073458683,19.63506891540553,24.743065996611968,14.52805718169577
2010,jun,19,33,Cerro Gordo,205.5178308177806,20.1101874498191,25.515105744450384,14.70628169829866
2010,jun,19,51,Davis,296.5326522565406,23.25820961322867,28.698621955035225,17.818803387681935
2010,jun,19,179,Wapello,317.4862404319437,23.26676217429781,28.636027073931707,17.898490630151006
2010,jun,19,41,Clay,275.9877585725043,20.64775859940153,26.27079318714576,15.025715962355925
2010,jun,19,59,Dickinson,182.2403251635914,20.494033286570986,26.050821203234698,14.938261923053917
2010,jun,19,21,Buena Vista,282.19941025331747,20.94980893932577,26.472849858246317,15.427754944618409
2010,jun,19,13,Black Hawk,248.6601442091129,21.450764081584666,26.702655595196426,16.199862138072167
2010,jun,19,75,Grundy,211.82537571962487,21.432672143915266,26.775260940963676,16.09106612666808
2010,jun,19,17,Bremer,233.6395336911356,20.96840713196035,26.285361637700703,15.652432074332529
2010,jun,19,85,Harrison,334.30176712028543,22.04909306407159,27.90122332743324,16.19796785434128
2010,jun,19,129,Mills,198.25316357619016,23.192706290758505,28.88286944320342,17.503534775681416
2010,jun,19,155,Pottawattamie,291.7608854221805,22.5068518597194,28.230353472858145,16.78434247746315
2010,jun,19,123,Mahaska,316.12591856601875,22.714120265386462,28.03500529813332,17.394231487152187
2010,jun,19,125,Marion,344.2175146340146,22.86408609165578,28.057951919003735,17.671191703281078
2010,jun,19,53,Decatur,309.45158317178823,22.78906789555276,28.40514964368365,17.173976344956156
2010,jun,19,31,Cedar,256.4521092452821,22.19583670474313,27.62399895072208,16.768688433588057
2010,jun,19,151,Pocahontas,273.45961329844704,21.09273880734798,26.530516870726643,15.655949272314318
2010,jun,19,109,Kossuth,232.4344201960307,20.435978035222337,25.60921006057313,15.263750031116713
2010,jun,19,89,Howard,218.543407562304,19.39504547475442,24.763029950795264,14.028063276103014
2010,jun,19,147,Palo Alto,288.4071305915485,20.52839251536284,25.88493902412152,15.17283879713978
2010,jun,19,159,Ringgold,316.5465890300502,22.81620461778567,28.310541323948808,17.322833640187188
2010,jun,19,25,Calhoun,257.2567066472987,21.089221306178736,26.509136443319417,15.6702733694046
2010,jun,19,39,Clarke,269.8517586597226,22.801759716770555,28.476174260631662,17.128337184876678
2010,jun,19,65,Fayette,209.93909919784863,20.512296449752988,25.85644141747922,15.169132397885807
2010,jun,19,1,Adair,302.19209345508574,22.25587287234484,27.996591963888992,16.516169559934678
2010,jun,19,37,Chickasaw,205.55594883516457,20.096624602423308,25.482276805932003,14.711974795272525
2010,jun,19,81,Hancock,221.5956341361461,20.208023624101788,25.41166180389774,15.00536659948115
2010,jun,19,157,Poweshiek,278.00635740296497,22.343838153710912,27.885093959090614,16.803569851517558
2010,jun,19,165,Shelby,333.4987429023953,21.46528300440599,27.29038455087163,15.641184650069793
2010,jun,19,185,Wayne,312.2534185148689,22.688373930934834,28.19111051130296,17.18665137160147
2010,jun,19,97,Jackson,198.74578150478857,21.51852331613829,26.982525882127113,16.055527913290486
2010,jun,19,43,Clayton,188.9283935997944,20.74336093035867,26.12099690303066,15.36671018777615
2010,jun,19,7,Appanoose,318.64926749684713,22.894530642821948,28.20375993390776,17.58629748790225
2010,jun,19,177,Van Buren,311.0317054722784,23.762621929887455,29.55539713231293,17.970857997884014
2010,jun,19,197,Wright,364.0768230236892,21.25524936129502,26.662383451084537,15.849120682894258
2010,jun,19,137,Montgomery,235.02416087457323,22.702023459474923,28.515566496105933,16.889460084378033
2010,jun,19,175,Union,296.78718238586725,22.655690087540503,28.25776860522861,17.054609520393495
2010,jun,19,107,Keokuk,306.24330879749743,22.95191021570754,28.47314051405353,17.431701819275535
2010,jun,19,131,Mitchell,232.57577346709976,19.539289679494747,24.804469298501225,14.275112165006425
2010,jun,19,191,Winneshiek,181.1379855294932,19.974190666469028,25.346460492352634,14.60291705521164
2010,jun,19,161,Sac,267.6841885362705,20.933136364795164,26.43585675570064,15.43141802286222
2010,jun,19,55,Delaware,229.06088229900527,20.910779583450083,26.277254621208755,15.545304965580195
2010,jun,19,67,Floyd,221.00704408405983,20.55840203456277,26.050707012411777,15.06710461021189
2010,jun,19,9,Audubon,346.47962156777345,21.352946766500025,27.075677702495625,15.631208465816067
2010,jun,19,79,Hamilton,232.67415991534693,21.582335672751775,27.161791578595743,16.003854333181568
2010,jun,19,69,Franklin,308.73799703587997,20.857260596534974,26.34963565380536,15.36586735918726
2010,jun,19,141,O'Brien,254.275778246396,20.806049694657265,26.67429905192026,14.938804388060912
2010,jun,19,167,Sioux,217.44623602413017,20.86469991465536,26.82484109507403,14.905537580960562
2010,jun,19,5,Allamakee,200.9154500315291,20.355342738597507,25.50963930101718,15.20204349790351
2010,jun,19,189,Winnebago,207.79846158870205,19.87580430463229,25.02246683239265,14.730126740873157
2010,jun,19,93,Ida,291.27405962487285,20.991931921925698,26.52060539149129,15.46425887154504
2010,jun,19,29,Cass,331.98476498545614,22.093052370158546,27.99940009803647,16.187694532084357
2010,jun,19,83,Hardin,201.40810242684125,21.36262927390111,26.879495203491295,15.846741802019178
2010,jun,19,173,Taylor,275.7805719817519,22.686625033736657,28.24948629592015,17.124734621692223
2010,jun,19,145,Page,204.274700320137,22.758581560284437,28.427526529028786,17.09061494837765
2010,jun,19,35,Cherokee,313.85906267241063,20.992758570553057,26.768250006065237,15.218289917517437
2010,jun,19,71,Fremont,165.00820098568698,23.5941677056103,29.2807305840905,17.908591136986093
2010,jun,19,95,Iowa,247.95871591823783,22.410614880686055,27.832173193525342,16.990035604126575
2010,jun,19,23,Butler,251.88909645075776,21.45353139745938,26.94348054528438,15.964558752495016
2010,jun,19,63,Emmet,204.96651383225677,20.210452087566843,25.50423749851735,14.917653805565736
2010,jun,19,47,Crawford,273.44980409977893,21.02695307263205,26.677216993639092,15.377679959233804
2010,jun,19,19,Buchanan,252.50726724319625,21.146707795949435,26.452040828184177,15.842344648623548
2010,jun,19,143,Osceola,172.03605769264024,20.45481599391095,26.359282066688568,14.551333673688632
2010,jun,19,73,Greene,245.74922764310915,21.470135187175753,27.068948916263977,15.872291181938223
2010,jun,19,87,Henry,340.07676703767413,23.574583469395996,28.919606806734823,18.230581798068428
2010,jun,19,119,Lyon,176.2186751570838,20.506925790237243,26.44330119587542,14.571571677724442
2010,jun,19,3,Adams,290.6741829665881,22.3204024825254,27.87395893485741,16.767857661656915
2010,jun,19,133,Monona,233.45751473462795,21.79373787811684,27.971509121254492,15.61697435322798
2010,jun,19,91,Humboldt,338.3474624755617,20.941109447292217,26.020676082107485,15.862523701059754
2010,jun,19,115,Louisa,281.15521755927256,23.631862129615325,29.03370880924527,18.231017329368957
2010,jun,19,171,Tama,191.33727409823325,21.70772830176781,27.11906491835741,16.297385410832245
2010,jun,19,135,Monroe,310.76454434084934,22.76187485683606,28.059342947584707,17.465388339713193
2010,jun,19,117,Lucas,285.337014375635,22.763232130637306,28.25269921445631,17.27471729453191
2010,jun,19,57,Des Moines,303.123623845247,23.674317646221706,28.80695153558942,18.542654001464864
2010,jun,19,11,Benton,228.66844190589268,21.82088806731711,27.188247769837915,16.454537661066826
2010,jun,19,113,Linn,246.44364163332435,21.6943856245778,27.07320672904329,16.316545474832996
2010,jun,19,105,Jones,230.1985572829694,21.40973606919873,26.932900745894553,15.887568361888563
2010,jun,19,103,Johnson,251.59732472224903,22.698392341871127,27.876860402142615,17.52092308578626
2010,jun,19,183,Washington,295.52813783118734,23.406379745291847,28.92428428465624,17.88948468423962
2010,jun,19,45,Clinton,216.2891650973419,22.126191489973937,27.57691554807465,16.67646924718616
2010,jun,19,163,Scott,228.12469598967996,22.66338063079293,27.816272015333528,17.511492688803646
2010,jun,19,139,Muscatine,268.87786750908845,23.192242685669363,28.467233181193656,17.918235761899194
2010,jun,19,169,Story,247.4891013352284,21.703710487748232,27.14694900667092,16.26147003555633
2010,jun,19,15,Boone,251.2421070639756,21.61836397630802,27.17997675265347,16.057733089156326
2010,jun,19,121,Madison,288.5647463101036,22.31408502209123,27.961367625303986,16.667810809799477
2010,jun,19,181,Warren,338.077488429711,22.77200892320305,28.158023572849302,17.386980095216813
2010,jun,19,49,Dallas,320.7447782959299,22.057794607505983,27.70797109063316,16.40860519079581
2010,jun,19,153,Polk,324.02814506775155,22.63059093030253,28.021101957014892,17.241066410392452
2010,jun,19,77,Guthrie,322.0978550179449,21.79930172727865,27.590827126767415,16.008758951323124
2010,jun,19,99,Jasper,307.155053127941,22.406675615767583,27.81291123996419,17.00141855350987
2010,jun,31,43,Dakota,184.5116732901045,21.768996692335072,27.96278210711626,15.576220732253
2010,jun,31,51,Dixon,206.55057457096223,21.327207065885503,27.70729769698856,14.948133113153968
2010,jun,31,53,Dodge,327.100186516898,22.249500770632647,28.11785499770506,16.382155269093346
2010,jun,31,25,Cass,255.77304571364644,23.278523101624515,28.798142196831957,17.759900331381836
2010,jun,31,55,Douglas,242.17915652634773,23.074080816468488,28.44897104556932,17.70018535791089
2010,jun,31,153,Sarpy,249.3488024273282,23.133148485533532,28.60315963918359,17.664093673368473
2010,jun,31,155,Saunders,262.3552407107185,22.359107334511656,28.52979598286139,16.189409500396966
2010,jun,31,177,Washington,308.49007509976127,22.666296687541056,28.22636054341961,17.107223573365445
2010,jun,31,67,Gage,165.93467373763707,23.439867382641125,29.45711309258466,17.423605309765115
2010,jun,31,109,Lancaster,225.74935286603127,23.036805389759035,28.957354769044706,17.117246561521593
2010,jun,31,159,Seward,208.2345360089931,22.72697603309813,28.870749835791585,16.58418868794033
2010,jun,31,139,Pierce,212.19473746204216,21.20234076195976,27.43269958272837,14.972958466203204
2010,jun,31,119,Madison,305.344788348242,21.220251511954014,27.217648942859768,15.223842720178832
2010,jun,31,167,Stanton,324.277756407884,21.4345918964444,27.54837449405041,15.32178680595606
2010,jun,31,117,McPherson,213.7097356023939,20.071465555666364,27.017967785455188,13.125959523859844
2010,jun,31,111,Lincoln,193.1510586758058,20.54048236351934,27.43842322146045,13.64353195860035
2010,jun,31,113,Logan,217.16143529529748,20.212621871842117,27.193456041902618,13.23279406646012
2010,jun,31,7,Banner,88.98714416426468,18.62450463539582,26.21993723264614,11.030045901640108
2010,jun,31,157,Scotts Bluff,115.77623601657936,19.232772496928796,26.64537328366097,11.821170874898424
2010,jun,31,165,Sioux,130.68326438854226,17.48003834456185,24.61612065751064,10.344943843818715
2010,jun,31,39,Cuming,330.38291800099614,21.59827857377504,27.66131776980129,15.536239459509156
2010,jun,31,129,Nuckolls,209.83861012186904,23.05608740664253,29.535183281620704,16.57799349395923
2010,jun,31,101,Keith,167.48867756662756,20.753583511724,27.84007965051096,13.668068668034454
2010,jun,31,137,Phelps,189.73901701682283,21.902580593848363,28.145967314960178,15.660190045923324
2010,jun,31,181,Webster,212.40341267155955,22.74657866529047,29.108353548251877,16.385810981445154
2010,jun,31,15,Boyd,221.4913558301137,20.43374262020463,26.619965764429526,14.248545360334791
2010,jun,31,171,Thomas,246.9744568371135,20.13688585790972,26.806583196068324,13.468189649290306
2010,jun,31,89,Holt,248.6121231644424,20.316673125021087,26.41818913559171,14.216144987864167
2010,jun,31,17,Brown,224.6393414197588,20.03288259891547,26.299654046436896,13.767113475420356
2010,jun,31,103,Keya Paha,180.8759137607693,19.94181281448938,25.91436911822952,13.970247561489956
2010,jun,31,77,Greeley,299.4348653323453,20.788302318816008,27.26854576649069,14.309054100634093
2010,jun,31,95,Jefferson,178.67042817289214,23.22346527106747,29.427584956609767,17.02035217238394
2010,jun,31,151,Saline,160.3470528868448,22.91107011185979,29.03950697143758,16.783630005473057
2010,jun,31,57,Dundy,90.07962046827151,21.98217885456935,29.45961697088138,14.505731473881704
2010,jun,31,131,Otoe,196.6301137067839,23.429530209042433,29.22431457395778,17.63576208305977
2010,jun,31,87,Hitchcock,128.1516464020166,22.460867433859967,29.904110945830464,15.01857682373018
2010,jun,31,105,Kimball,93.49164031080022,18.230210456230104,25.754323084248572,10.707086947926308
2010,jun,31,127,Nemaha,146.23047941238116,23.89230163921574,29.659169788310585,18.12641530589262
2010,jun,31,41,Custer,241.2773246061408,20.44064694796842,26.91155291944766,13.970735999209946
2010,jun,31,143,Polk,241.0078200588614,22.21458028313242,28.297044615894077,16.133104968225883
2010,jun,31,45,Dawes,150.53212470677323,18.50977474685971,25.31025613483096,11.710307796841422
2010,jun,31,179,Wayne,233.70437065544075,21.345473014197943,27.62895776937889,15.063000558385657
2010,jun,31,71,Garfield,290.7861239224409,20.112138605099712,26.505471398004733,13.719822388440498
2010,jun,31,13,Box Butte,141.86287294574095,18.5575465792305,25.466577380774016,11.64952275648477
2010,jun,31,173,Thurston,232.7597582255646,21.83088971343298,28.166011042193148,15.496768903506103
2010,jun,31,11,Boone,337.6371834399961,21.01915271504947,27.189280239988847,14.850027293672923
2010,jun,31,145,Red Willow,135.09741145866337,22.40826699847618,29.503704739626496,15.313823791255691
2010,jun,31,149,Rock,258.97791508152477,19.91466901683395,25.91882023311821,13.911510589316135
2010,jun,31,5,Arthur,121.95046140508067,20.006563895151,27.000627996325413,13.01349517502574
2010,jun,31,85,Hayes,194.58970818104405,21.29029313533207,28.306565064711133,14.27504394893162
2010,jun,31,97,Johnson,130.8795129751773,23.371798698973823,29.40255640012905,17.341985012270786
2010,jun,31,3,Antelope,263.4915965231043,20.690034431728535,26.729594248838556,14.651480177753376
2010,jun,31,163,Sherman,222.75185811559837,20.890400716847054,27.317857028213584,14.463929235477424
2010,jun,31,161,Sheridan,155.43202307929317,18.49940841757557,25.129970167085663,11.869829224200354
2010,jun,31,133,Pawnee,172.6320576969119,23.65537293705662,29.617326329825197,17.694425679038755
2010,jun,31,75,Grant,128.35421104737063,19.259796149578538,26.104136012653512,12.416447125329126
2010,jun,31,21,Burt,322.15303453055355,22.088255182271897,28.05636555574345,16.12115026846693
2010,jun,31,9,Blaine,304.00454201158493,20.33845632080897,26.927755762871417,13.750144690988876
2010,jun,31,27,Cedar,207.54108372121064,21.11636307426833,27.3500603587009,14.883650717369802
2010,jun,31,169,Thayer,178.04986464477912,23.44429756373522,29.83374246225976,17.055840239762254
2010,jun,31,49,Deuel,116.54852480741025,20.520487544901695,27.823025100858672,13.218939683918675
2010,jun,31,123,Morrill,128.7779604565603,19.532901473845815,26.745989585647916,12.320811094113893
2010,jun,31,115,Loup,307.6859251505309,20.187179207354305,26.61797570576032,13.757387840521073
2010,jun,31,63,Frontier,181.72507046413415,21.503166188839256,28.29700675776169,14.710320551253476
2010,jun,31,125,Nance,304.2601680261214,21.801702467015645,28.007199322505787,15.59718870522727
2010,jun,31,107,Knox,230.83257589672743,20.9172482205712,27.3493196728245,14.486184468791016
2010,jun,31,135,Perkins,167.85803454535835,21.04469162741457,28.221055740133764,13.86931261985195
2010,jun,31,37,Colfax,343.7817081070134,21.945435309618595,27.983686693716542,15.908182594206163
2010,jun,31,23,Butler,267.1475972226309,22.395634770640324,28.582506800297946,16.209747906662432
2010,jun,31,31,Cherry,160.49428792529488,19.198280019390296,25.82555994446881,12.572003146614405
2010,jun,31,183,Wheeler,284.57390623488493,20.534950623720523,26.94620475517483,14.124692546827395
2010,jun,31,61,Franklin,200.68696492924283,22.735091609981605,29.21941230179613,16.251777689615803
2010,jun,31,29,Chase,158.2299245077299,21.348760501009508,28.426520051018116,14.27197555158958
2010,jun,31,59,Fillmore,192.6717949768691,22.692748499592103,29.0659402128182,16.32055800948508
2010,jun,31,185,York,188.9875288791642,22.658057588574263,29.01968382041413,16.29741595932658
2010,jun,31,35,Clay,203.92673286607615,22.62003951632608,28.78405234947744,16.45702355380947
2010,jun,31,33,Cheyenne,102.46078837396269,19.607251916394784,26.91433759117329,12.301152550438074
2010,jun,31,69,Garden,121.22627633258632,19.67345259701091,26.748159383426906,12.599739427779202
2010,jun,31,83,Harlan,186.30921081214748,22.771907395607418,29.357759782300818,16.18704681301038
2010,jun,31,91,Hooker,178.18559726933404,19.646797972408432,26.302737538112016,12.991842287806278
2010,jun,31,147,Richardson,177.6803063847486,24.148825263234876,29.821157615072487,18.47748502468751
2010,jun,31,65,Furnas,164.36863132954176,22.80112034651456,29.888280144841097,15.71494976345889
2010,jun,31,175,Valley,280.52862700676343,20.60433988041027,26.914044465028407,14.29562136927097
2010,jun,31,141,Platte,357.6102448137955,21.685494868606916,27.736353330512728,15.635640978775513
2010,jun,31,121,Merrick,253.41801836703976,22.36300747813572,28.51397153773398,16.213035255733903
2010,jun,31,79,Hall,196.85902581330356,22.252835995793713,28.319599831299943,16.187096408456075
2010,jun,31,81,Hamilton,216.25989719654177,22.420291507568464,28.539032557573663,16.30255979794882
2010,jun,31,93,Howard,248.62080607339843,21.644485781031687,27.850511855338873,15.439470108319124
2010,jun,31,1,Adams,163.93724261663192,22.566391049909193,28.610239814685382,16.52351708919124
2010,jun,31,99,Kearney,186.0761134939816,22.462703813255004,28.85136000959084,16.075046768282803
2010,jun,31,19,Buffalo,179.73796544874776,21.64401740502124,27.952938923962087,15.336085138000108
2010,jun,31,73,Gosper,203.60522202654315,21.72934924614894,28.112788986601743,15.346901672032208
2010,jun,31,47,Dawson,208.56131104969725,21.20392067578166,27.49493043440028,14.913904662687449
2010,jun,37,37,Chatham,78.18130063192675,26.61298658622406,32.38307006815195,20.84387648433672
