year,state_fips,county_fips,county_name,pct_continuous,rotation_pixel_count
2010,19,135,Monroe,0.1149475837870654,1662
2010,19,117,Lucas,0.0550199281464017,1700
2010,19,57,Des Moines,0.0641621058292908,4135
2010,19,11,Benton,0.0519915523662458,10108
2010,19,113,Linn,0.037870410324408,6810
2010,19,105,Jones,0.0273898017037624,4448
2010,19,103,Johnson,0.0364332930556542,5586
2010,19,183,Washington,0.0354067740656228,5725
2010,19,45,Clinton,0.0281064833750973,7553
2010,19,163,Scott,0.0336339745201724,4454
2010,19,139,Muscatine,0.0326992786132146,4440
2010,19,169,Story,0.059735639948077,7896
2010,19,15,Boone,0.0340241656343522,6914
2010,19,121,Madison,0.0895346904935057,4432
2010,19,181,Warren,0.1009826851277783,3780
2010,19,49,Dallas,0.0539384442118358,7132
2010,19,153,Polk,0.0578055654652629,4575
2010,19,77,Guthrie,0.0530121508714079,6090
2010,19,99,Jasper,0.050505140939374,9293
2010,31,43,Dakota,0.0196965721754326,3290
2010,31,51,Dixon,0.0450308216027233,5385
2010,31,53,Dodge,0.1105969266864353,8513
2010,31,25,Cass,0.0887864745005947,8544
2010,31,55,Douglas,0.1101836608154625,1855
2010,31,153,Sarpy,0.1029278295068742,2336
2010,31,155,Saunders,0.0924523235463559,11181
2010,31,177,Washington,0.1079139637218581,5506
2010,31,67,Gage,0.0951600515534953,9593
2010,31,109,Lancaster,0.0471057256534832,7973
2010,31,159,Seward,0.1179955240614164,7318
2010,31,139,Pierce,0.0634351695660014,6940
2010,31,119,Madison,0.0902074985774975,7313
2010,31,167,Stanton,0.0660934846446248,4598
2010,31,117,McPherson,0.027027027027027,37
2010,31,111,Lincoln,0.0139007567735525,2907
2010,31,113,Logan,0.0267865182028272,267
2010,31,7,Banner,0.0,1
2010,31,157,Scotts Bluff,,0
2010,31,165,Sioux,,0
2010,31,39,Cuming,0.0745857174813261,8147
2010,31,129,Nuckolls,0.0599943731021347,3695
2010,31,101,Keith,0.0041466785917554,975
2010,31,137,Phelps,0.0504433652227804,6187
2010,31,181,Webster,0.064431843117881,3306
2010,31,15,Boyd,0.070996703663093,1150
2010,31,171,Thomas,,0
2010,31,89,Holt,0.0446754271545647,4623
2010,31,17,Brown,0.0338708070644826,829
2010,31,103,Keya Paha,0.0491698964539827,205
2010,31,77,Greeley,0.0440938545955709,2305
2010,31,95,Jefferson,0.0691059313785571,5502
2010,31,151,Saline,0.0563271986085726,6105
2010,31,57,Dundy,0.0046047998266428,219
2010,31,131,Otoe,0.0865145472049613,7923
2010,31,87,Hitchcock,0.0327216732965481,307
2010,31,105,Kimball,,0
2010,31,127,Nemaha,0.0989883785926444,5434
2010,31,41,Custer,0.0260662824609112,4244
2010,31,143,Polk,0.1022271033380754,5583
2010,31,45,Dawes,,0
2010,31,179,Wayne,0.0579568898958319,6596
2010,31,71,Garfield,0.0336927223719676,154
2010,31,13,Box Butte,,0
2010,31,173,Thurston,0.040954863447047,5264
