year,county_fips,county_name,yield_bu_acre,ndvi_corn_mean,corn_pixel_count,precip_sum_mm,tmean_c,tmax_c,tmin_c
2010,007,APPANOOSE,75.2,0.7379403346466741,2606,818.7952953438748,23.971495555090772,29.265004588441784,18.678979568718923
2011,007,APPANOOSE,120.1,0.7663206258040104,3637,388.4064728292777,24.284942457010743,29.6383120750531,18.932573080130332
2012,007,APPANOOSE,44.5,0.65427038643415,3247,163.47656586122946,24.40487241043368,31.49525725483963,17.315478659310315
2013,007,APPANOOSE,109.1,0.7147006274816363,2999,150.8808670456861,22.33163787567083,28.219751844246908,16.44451811601027
2014,007,APPANOOSE,170.9,0.8280284570273462,3527,527.4644841641195,21.851210525970913,27.05916841541499,16.6442466690234
2015,007,APPANOOSE,154.3,0.7790658207956892,3359,684.3927980163427,22.088430514764724,27.232948554864237,16.944900508512532
2016,007,APPANOOSE,186.3,0.7984283998359626,2879,338.2252941363705,23.46785814929427,29.08542176944493,17.851296456169123
2017,007,APPANOOSE,170.0,0.7762405351843272,3038,242.4116938184911,22.77656482179487,29.279227440817312,16.274884365376746
2019,007,APPANOOSE,166.8,0.7572579548830621,2684,407.1395678580442,22.586549096075093,28.198589610662182,16.974607875135302
2020,007,APPANOOSE,143.6,0.7518108950916698,2721,177.9946803761787,23.52679083559158,29.456318827962637,17.597362399303655
2021,007,APPANOOSE,171.6,0.7903114856531251,3009,454.8572398271861,23.46423184197032,29.097804026476876,17.87476482361673
2022,007,APPANOOSE,146.1,0.7760811912129971,2320,213.05989888718295,23.34218666495479,29.45177827592483,17.232736444028006
2023,007,APPANOOSE,172.8,0.8148988956544679,3056,236.4370991741385,22.802330679318707,28.91492070096593,16.689883035188622
2010,009,AUDUBON,160.3,0.8102791524414167,10469,676.0868017331632,22.60817969941528,28.15211116582936,17.06524331929455
2011,009,AUDUBON,176.6,0.8112482723234894,11064,361.8586683627072,22.839662261707673,28.260019534834345,17.420297046949596
2012,009,AUDUBON,114.8,0.7073549541904856,11591,191.6092220677542,23.284235565863632,30.29141766145427,16.27804414917025
2013,009,AUDUBON,157.1,0.7513662121907049,11328,193.91516273256485,21.56368956923392,27.600615261470253,15.52775102265132
2014,009,AUDUBON,185.5,0.8253395426535489,10878,581.3842277269414,21.110983709037335,26.464120636155226,15.75884669378216
2015,009,AUDUBON,189.8,0.8085042393864708,10331,493.94902462912216,21.107107118218657,26.604824210974535,15.61038414103584
2016,009,AUDUBON,206.1,0.8157007993482543,11500,320.0394936413947,22.592991621825732,28.42586220171366,16.76112023833952
2017,009,AUDUBON,211.2,0.8017790612583154,10901,301.9421385469075,21.892185048463137,28.284361018078144,15.501008544583772
2018,009,AUDUBON,180.0,0.8059432747923237,11215,467.4715846757764,22.323532152971513,28.14577322530506,16.50226563335721
2019,009,AUDUBON,216.0,0.835813558226814,10747,329.7803138733843,21.72019982391709,27.296042627833383,16.14445633228105
2020,009,AUDUBON,170.8,0.7728967289248663,10719,126.16730827456544,23.301965345527275,29.91721088078044,16.686821143633914
2021,009,AUDUBON,216.0,0.8226191006123074,9971,352.9360139702277,22.581436795980753,29.143577608368044,16.142419836253634
2022,009,AUDUBON,197.9,0.802695452569565,10310,283.3105605132403,22.50202343980261,28.790882784380116,16.213306788094727
2023,009,AUDUBON,197.6,0.8214534306841816,9912,254.383083427612,21.899228746765036,28.45397064306882,15.344630006699385
2010,011,BENTON,179.0,0.8202176727812286,17000,489.52667389543774,22.894440045286807,28.271598458698193,17.518287810062983
2011,011,BENTON,157.2,0.7968998965379748,17881,271.1372418943001,22.606005342900495,28.282114850464644,16.930894131906985
2012,011,BENTON,129.3,0.7582353735546912,16935,154.07518432419204,22.873923024333138,29.8926602160574,15.856182882222743
2013,011,BENTON,163.7,0.7546892247911319,16138,224.32021349909616,21.62296635270694,27.57456854989423,15.672351794525367
2014,011,BENTON,185.4,0.8247612622753956,16169,407.236977995898,21.276822143743807,26.66772115814111,15.886931093037164
2015,011,BENTON,187.5,0.8276245759980171,16188,433.95012338548867,21.029351074175658,26.549017915983313,15.51067165091744
2016,011,BENTON,199.9,0.8546611615836865,16940,482.1860656136289,22.37326794032402,28.06177344067575,16.685753012779436
2017,011,BENTON,215.3,0.819684676003249,16539,226.55590965435564,21.41405109651544,27.82689493495266,15.002206209178397
2018,011,BENTON,214.6,0.8168136042710232,16765,446.1284482992986,22.37077394875007,28.17349965939526,16.569050815069154
2019,011,BENTON,197.6,0.7906013826882976,17665,264.6276129245647,21.911411889075588,27.730995954383303,16.091927550948867
2020,011,BENTON,144.8,0.7629765612365853,18173,344.7749356224686,22.682481214117765,28.840712815086,16.524350088323445
2021,011,BENTON,211.7,0.8136562904628838,16601,287.4397057149983,23.11536673205036,29.40998704302551,16.80181878674539
2022,011,BENTON,221.7,0.8250103267370242,17234,313.80431715763467,22.52788946761366,28.58435400066299,16.47156705284151
