year,state_fips,county_fips,county_name,yield_bu_acre,crop,state_alpha,price_per_bu,ers_basis_cost_per_acre,cost_escalation_ratio,cost_per_acre,revenue_per_acre,profit_per_acre,cost_basis_year,ers_basis_price_per_bu,price_vs_ers_basis_pct,ers_baseline_net_value
2026,19,021,Buena Vista,66.20231596994793,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,767.9468652513959,2.145879431004232,2025,9.8,18.367346938775498,-110.15
2026,19,023,Butler,212.4258627565802,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,904.9341753430316,-135.1019759061245,2025,3.92,8.673469387755098,-108.05
2026,19,023,Butler,65.71560067397938,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,762.3009678181608,-3.500018002230945,2025,9.8,18.367346938775498,-110.15
2026,19,025,Calhoun,209.58488791160644,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,892.8316225034434,-147.20452874571265,2025,3.92,8.673469387755098,-108.05
2026,19,025,Calhoun,63.48462263113685,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,736.4216225211875,-29.379363299204215,2025,9.8,18.367346938775498,-110.15
2026,19,027,Carroll,209.07308993124633,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.6513631071093,-149.38478814204677,2025,3.92,8.673469387755098,-108.05
2026,19,027,Carroll,61.7151409670283,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,715.8956352175283,-49.90535060286345,2025,9.8,18.367346938775498,-110.15
2026,19,029,Cass,202.6143483869291,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,863.1371241283179,-176.89902712083824,2025,3.92,8.673469387755098,-108.05
2026,19,029,Cass,62.87591387402743,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,729.3606009387182,-36.44038488167348,2025,9.8,18.367346938775498,-110.15
2026,19,031,Cedar,208.45316869523805,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,888.0104986417141,-152.025652607442,2025,3.92,8.673469387755098,-108.05
2026,19,031,Cedar,63.71050937580418,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,739.0419087593284,-26.759077061063294,2025,9.8,18.367346938775498,-110.15
2026,19,033,Cerro Gordo,212.68485993350703,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,906.0375033167398,-133.99864793241625,2025,3.92,8.673469387755098,-108.05
2026,19,033,Cerro Gordo,62.89050811003427,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,729.5298940763975,-36.27109174399425,2025,9.8,18.367346938775498,-110.15
2026,19,035,Cherokee,182.39144791461425,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,776.9875681162566,-263.04858313289947,2025,3.92,8.673469387755098,-108.05
2026,19,035,Cherokee,59.52912949616391,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,690.5379021555013,-75.26308366489036,2025,9.8,18.367346938775498,-110.15
2026,19,037,Chickasaw,214.2094255164809,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,912.5321527002086,-127.5039985489475,2025,3.92,8.673469387755098,-108.05
2026,19,037,Chickasaw,66.85666702012549,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,775.5373374334556,9.736351613063903,2025,9.8,18.367346938775498,-110.15
2026,19,039,Clarke,192.902574192768,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,821.7649660611916,-218.27118518796453,2025,3.92,8.673469387755098,-108.05
2026,19,039,Clarke,60.013357154951784,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,696.1549429974407,-69.64604282295102,2025,9.8,18.367346938775498,-110.15
2026,19,041,Clay,203.85756468736878,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,868.433225568191,-171.6029256809651,2025,3.92,8.673469387755098,-108.05
2026,19,041,Clay,63.57639333386487,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,737.4861626728325,-28.314823147559196,2025,9.8,18.367346938775498,-110.15
2026,19,043,Clayton,204.87681270053403,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,872.7752221042749,-167.26092914488117,2025,3.92,8.673469387755098,-108.05
2026,19,043,Clayton,60.85493280966549,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,705.9172205921196,-59.88376522827207,2025,9.8,18.367346938775498,-110.15
2026,19,045,Clinton,204.1200823143777,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,869.551550659249,-170.48460058990713,2025,3.92,8.673469387755098,-108.05
2026,19,045,Clinton,62.14158503522959,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,720.8423864086632,-44.95859941172853,2025,9.8,18.367346938775498,-110.15
2026,19,047,Crawford,209.52324212788398,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,892.5690114647857,-147.46713978437037,2025,3.92,8.673469387755098,-108.05
2026,19,047,Crawford,60.65088134070812,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,703.5502235522141,-62.250762268177596,2025,9.8,18.367346938775498,-110.15
2026,19,049,Dallas,206.69233481581898,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,880.5093463153888,-159.52680493376727,2025,3.92,8.673469387755098,-108.05
2026,19,049,Dallas,63.87630526058217,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,740.9651410227532,-24.835844797638515,2025,9.8,18.367346938775498,-110.15
2026,19,051,Davis,192.61761498831376,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,820.5510398502166,-219.48511139893947,2025,3.92,8.673469387755098,-108.05
2026,19,051,Davis,57.534021798011096,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,667.3946528569287,-98.406332963463,2025,9.8,18.367346938775498,-110.15
2026,19,053,Decatur,192.70747748219006,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,820.9338540741296,-219.10229717502648,2025,3.92,8.673469387755098,-108.05
2026,19,053,Decatur,59.755034324358455,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,693.158398162558,-72.6425876578337,2025,9.8,18.367346938775498,-110.15
2026,19,055,Delaware,205.8057502431477,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,876.7324960358092,-163.30365521334693,2025,3.92,8.673469387755098,-108.05
2026,19,055,Delaware,63.7089108048851,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,739.0233653366671,-26.777620483724604,2025,9.8,18.367346938775498,-110.15
2026,19,057,Des Moines,203.06309007973124,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,865.048763739655,-174.9873875095011,2025,3.92,8.673469387755098,-108.05
2026,19,057,Des Moines,62.34158609583693,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,723.1623987117084,-42.63858710868328,2025,9.8,18.367346938775498,-110.15
2026,19,059,Dickinson,200.45618566528196,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,853.9433509341011,-186.092800315055,2025,3.92,8.673469387755098,-108.05
2026,19,059,Dickinson,63.922403987417304,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,741.4998862540407,-24.301099566351013,2025,9.8,18.367346938775498,-110.15
2026,19,061,Dubuque,202.5429656441557,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,862.8330336441031,-177.20311760505297,2025,3.92,8.673469387755098,-108.05
2026,19,061,Dubuque,60.162265233929034,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,697.8822767135767,-67.91870910681496,2025,9.8,18.367346938775498,-110.15
2026,19,063,Emmet,209.1222256754427,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,890.8606813773858,-149.17546987177025,2025,3.92,8.673469387755098,-108.05
2026,19,063,Emmet,66.70003354339191,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,773.7203891033462,7.919403282954477,2025,9.8,18.367346938775498,-110.15
2026,19,065,Fayette,210.28485877676164,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,895.8134983890045,-144.22265286015158,2025,3.92,8.673469387755098,-108.05
2026,19,065,Fayette,67.89727183785755,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,787.6083533191475,21.807367498755752,2025,9.8,18.367346938775498,-110.15
2026,19,067,Floyd,215.5250009995509,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,918.1365042580868,-121.89964699106929,2025,3.92,8.673469387755098,-108.05
2026,19,067,Floyd,64.06174709107083,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,743.1162662564216,-22.684719563970134,2025,9.8,18.367346938775498,-110.15
2026,19,069,Franklin,213.42037187003297,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,909.1707841663404,-130.86536708281574,2025,3.92,8.673469387755098,-108.05
2026,19,069,Franklin,64.12891047633595,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,743.8953615254969,-21.90562429489478,2025,9.8,18.367346938775498,-110.15
2026,19,071,Fremont,202.36970039750273,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,862.0949236933616,-177.9412275557945,2025,3.92,8.673469387755098,-108.05
2026,19,071,Fremont,61.08324478759735,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,708.5656395361293,-57.23534628426239,2025,9.8,18.367346938775498,-110.15
2026,19,073,Greene,203.78574716962032,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,868.1272829425825,-171.9088683065736,2025,3.92,8.673469387755098,-108.05
2026,19,073,Greene,61.69049020803502,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,715.6096864132062,-50.19129940718551,2025,9.8,18.367346938775498,-110.15
2026,19,075,Grundy,213.02260810311645,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,907.476310519276,-132.55984072988008,2025,3.92,8.673469387755098,-108.05
2026,19,075,Grundy,66.36173060834483,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,769.7960750568,3.995089236408262,2025,9.8,18.367346938775498,-110.15
2026,19,077,Guthrie,205.99217567776324,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,877.5266683872713,-162.50948286188475,2025,3.92,8.673469387755098,-108.05
2026,19,077,Guthrie,61.49134706369185,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,713.2996259388254,-52.50135988156626,2025,9.8,18.367346938775498,-110.15
2026,19,079,Hamilton,211.2024241253324,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,899.722326773916,-140.31382447524004,2025,3.92,8.673469387755098,-108.05
2026,19,079,Hamilton,65.28007502237426,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,757.2488702595414,-8.552115560850325,2025,9.8,18.367346938775498,-110.15
2026,19,081,Hancock,212.13823605849618,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,903.7088856091937,-136.32726563996243,2025,3.92,8.673469387755098,-108.05
2026,19,081,Hancock,63.92907386943376,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,741.5772568854316,-24.22372893496015,2025,9.8,18.367346938775498,-110.15
2026,19,083,Hardin,211.97344027650126,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,903.0068555778953,-137.0292956712608,2025,3.92,8.673469387755098,-108.05
2026,19,083,Hardin,66.41124810692617,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,770.3704780403435,4.569492219951826,2025,9.8,18.367346938775498,-110.15
2026,19,085,Harrison,200.13386134823887,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,852.5702493434975,-187.4659019056586,2025,3.92,8.673469387755098,-108.05
2026,19,085,Harrison,58.6537049962188,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,680.382977956138,-85.4180078642537,2025,9.8,18.367346938775498,-110.15
2026,19,087,Henry,199.44171485434353,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,849.6217052795034,-190.41444596965266,2025,3.92,8.673469387755098,-108.05
2026,19,087,Henry,61.59667226014195,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,714.5213982176466,-51.279587602745096,2025,9.8,18.367346938775498,-110.15
2026,19,089,Howard,208.38299533719356,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,887.7115601364445,-152.32459111271157,2025,3.92,8.673469387755098,-108.05
2026,19,089,Howard,65.59569788593294,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,760.910095476822,-4.890890343569708,2025,9.8,18.367346938775498,-110.15
2026,19,091,Humboldt,209.61046923032615,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,892.9405989211893,-147.09555232796674,2025,3.92,8.673469387755098,-108.05
2026,19,091,Humboldt,65.2852491485548,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,757.3088901232356,-8.49209569715606,2025,9.8,18.367346938775498,-110.15
2026,19,093,Ida,199.38171736692445,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,849.3661159830981,-190.670035266058,2025,3.92,8.673469387755098,-108.05
2026,19,093,Ida,59.90504774435855,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,694.8985538345592,-70.90243198583255,2025,9.8,18.367346938775498,-110.15
2026,19,095,Iowa,205.64472382286678,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,876.0465234854124,-163.98962776374367,2025,3.92,8.673469387755098,-108.05
2026,19,095,Iowa,66.17944704759509,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,767.681585752103,1.8805999317113447,2025,9.8,18.367346938775498,-110.15
2026,19,097,Jackson,211.42827962255743,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,900.6844711920946,-139.35168005706146,2025,3.92,8.673469387755098,-108.05
2026,19,097,Jackson,62.178401805545676,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,721.2694609443298,-44.531524876061894,2025,9.8,18.367346938775498,-110.15
2026,19,099,Jasper,207.18380761389125,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,882.6030204351766,-157.43313081397946,2025,3.92,8.673469387755098,-108.05
2026,19,099,Jasper,64.42114028679185,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,747.2852273267855,-18.5157584936062,2025,9.8,18.367346938775498,-110.15
2026,19,101,Jefferson,195.29603998144427,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,831.9611303209525,-208.07502092820357,2025,3.92,8.673469387755098,-108.05
2026,19,101,Jefferson,59.294365673935204,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,687.8146418176483,-77.98634400274341,2025,9.8,18.367346938775498,-110.15
2026,19,103,Johnson,202.2694503621831,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,861.6678585429,-178.36829270625606,2025,3.92,8.673469387755098,-108.05
2026,19,103,Johnson,63.11499321055044,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,732.1339212423851,-33.6670645780066,2025,9.8,18.367346938775498,-110.15
2026,19,105,Jones,210.47102202262386,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,896.6065538163775,-143.42959743277856,2025,3.92,8.673469387755098,-108.05
2026,19,105,Jones,64.92842779226415,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,753.169762390264,-12.631223430127648,2025,9.8,18.367346938775498,-110.15
2026,19,107,Keokuk,201.1766180755769,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,857.0123930019575,-183.02375824719854,2025,3.92,8.673469387755098,-108.05
2026,19,107,Keokuk,60.10798652363919,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,697.2526436742146,-68.5483421461771,2025,9.8,18.367346938775498,-110.15
2026,19,109,Kossuth,210.00288780685517,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,894.612302057203,-145.42384919195308,2025,3.92,8.673469387755098,-108.05
2026,19,109,Kossuth,66.10322756063638,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,766.797439703382,0.9964538829902949,2025,9.8,18.367346938775498,-110.15
2026,19,111,Lee,198.526378475566,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,845.7223723059111,-194.31377894324498,2025,3.92,8.673469387755098,-108.05
2026,19,111,Lee,58.598361626713384,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,679.7409948698752,-86.05999095051652,2025,9.8,18.367346938775498,-110.15
2026,19,113,Linn,204.835814780845,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,872.6005709663997,-167.4355802827564,2025,3.92,8.673469387755098,-108.05
2026,19,113,Linn,62.0853456754217,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,720.1900098348917,-45.61097598549998,2025,9.8,18.367346938775498,-110.15
2026,19,115,Louisa,204.80997790680135,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,872.4905058829737,-167.54564536618238,2025,3.92,8.673469387755098,-108.05
2026,19,115,Louisa,61.942323442159974,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,718.5309519290557,-47.27003389133597,2025,9.8,18.367346938775498,-110.15
2026,19,117,Lucas,196.9030965655908,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,838.8071913694167,-201.22895987973936,2025,3.92,8.673469387755098,-108.05
2026,19,117,Lucas,59.56169240893362,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,690.9156319436299,-74.88535387676177,2025,9.8,18.367346938775498,-110.15
2026,19,119,Lyon,194.63111965578443,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,829.1285697336416,-210.9075815155145,2025,3.92,8.673469387755098,-108.05
2026,19,119,Lyon,63.43731184354809,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,735.8728173851578,-29.928168435233943,2025,9.8,18.367346938775498,-110.15
2026,19,121,Madison,204.96591015281726,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,873.1547772510015,-166.88137399815457,2025,3.92,8.673469387755098,-108.05
2026,19,121,Madison,61.61949578817793,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,714.7861511428639,-51.0148346775278,2025,9.8,18.367346938775498,-110.15
2026,19,123,Mahaska,205.6128656281428,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,875.9108075758883,-164.12534367326782,2025,3.92,8.673469387755098,-108.05
2026,19,123,Mahaska,60.720769737073475,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,704.3609289500523,-61.44005687033939,2025,9.8,18.367346938775498,-110.15
2026,19,125,Marion,201.00811765183158,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,856.2945811968025,-183.7415700523536,2025,3.92,8.673469387755098,-108.05
2026,19,125,Marion,61.49530001180868,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,713.3454801369807,-52.45550568341105,2025,9.8,18.367346938775498,-110.15
2026,19,127,Marshall,212.7771294379669,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,906.4305714057389,-133.60557984341722,2025,3.92,8.673469387755098,-108.05
2026,19,127,Marshall,67.01562043500796,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,777.3811970460923,11.580211225700623,2025,9.8,18.367346938775498,-110.15
2026,19,129,Mills,198.23055294460391,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,844.4621555440126,-195.5739957051435,2025,3.92,8.673469387755098,-108.05
2026,19,129,Mills,59.471751227385404,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,689.8723142376707,-75.928671582721,2025,9.8,18.367346938775498,-110.15
2026,19,131,Mitchell,214.05803793079866,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,911.8872415852022,-128.14890966395387,2025,3.92,8.673469387755098,-108.05
2026,19,131,Mitchell,65.21360228062134,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,756.4777864552076,-9.32319936518411,2025,9.8,18.367346938775498,-110.15
2026,19,133,Monona,204.50384686542114,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,871.186387646694,-168.84976360246208,2025,3.92,8.673469387755098,-108.05
2026,19,133,Monona,62.554022579849175,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,725.6266619262504,-40.17432389414125,2025,9.8,18.367346938775498,-110.15
2026,19,135,Monroe,196.35013412941896,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,836.4515713913247,-203.5845798578314,2025,3.92,8.673469387755098,-108.05
2026,19,135,Monroe,59.675909798949036,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,692.2405536678087,-73.56043215258296,2025,9.8,18.367346938775498,-110.15
2026,19,137,Montgomery,200.6168583025382,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,854.6278163688127,-185.40833488034343,2025,3.92,8.673469387755098,-108.05
2026,19,137,Montgomery,61.11402776469835,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,708.9227220705009,-56.878263749890834,2025,9.8,18.367346938775498,-110.15
2026,19,139,Muscatine,201.78105959907174,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,859.5873138920456,-180.4488373571105,2025,3.92,8.673469387755098,-108.05
2026,19,139,Muscatine,63.944183830419504,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,741.7525324328662,-24.048453387525456,2025,9.8,18.367346938775498,-110.15
2026,19,141,O'Brien,193.82409517946346,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,825.6906454645143,-214.34550578464177,2025,3.92,8.673469387755098,-108.05
2026,19,141,O'Brien,65.9716166838056,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,765.270753532145,-0.5302322882466797,2025,9.8,18.367346938775498,-110.15
2026,19,143,Osceola,190.12149122752277,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,809.917552629247,-230.1185986199091,2025,3.92,8.673469387755098,-108.05
2026,19,143,Osceola,65.94101658683006,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,764.9157924072287,-0.8851934131630514,2025,9.8,18.367346938775498,-110.15
2026,19,145,Page,200.38481912230566,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,853.639329461022,-186.39682178813405,2025,3.92,8.673469387755098,-108.05
2026,19,145,Page,61.002108917309016,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,707.6244634407846,-58.17652237960715,2025,9.8,18.367346938775498,-110.15
2026,19,147,Palo Alto,208.1663511091546,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,886.7886557249985,-153.24749552415756,2025,3.92,8.673469387755098,-108.05
2026,19,147,Palo Alto,63.066544533109884,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,731.5719165840746,-34.22906923631706,2025,9.8,18.367346938775498,-110.15
2026,19,149,Plymouth,181.8936348805369,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,774.8668845910871,-265.169266658069,2025,3.92,8.673469387755098,-108.05
2026,19,149,Plymouth,60.10842444373839,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,697.2577235473653,-68.54326227302636,2025,9.8,18.367346938775498,-110.15
2026,19,151,Pocahontas,208.12817638891204,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,886.6260314167653,-153.41011983239082,2025,3.92,8.673469387755098,-108.05
2026,19,151,Pocahontas,64.31741563621621,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,746.082021380108,-19.718964440283685,2025,9.8,18.367346938775498,-110.15
2026,19,153,Polk,201.1186262741127,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,856.7653479277201,-183.270803321436,2025,3.92,8.673469387755098,-108.05
2026,19,153,Polk,61.436101473754846,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,712.6587770955562,-53.14220872483554,2025,9.8,18.367346938775498,-110.15
2026,19,155,Pottawattamie,202.20540121684675,corn,IA,4.26,947.29,1.097906819716408,1040.036151249156,861.3950091837671,-178.64114206538898,2025,3.92,8.673469387755098,-108.05
2026,19,155,Pottawattamie,60.15299732121031,soybeans,IA,11.6,697.51,1.097906819716408,765.8009858203917,697.7747689260395,-68.02621689435216,2025,9.8,18.367346938775498,-110.15
