year,period,state_fips,county_fips,county_name,ndvi_mean_s2,crop_pixel_count_s2,ndvi_mean_modis,crop_pixel_count_modis
2022,aug,19,181,Warren,0.8009700386118682,32660,0.7822175046779204,5389
2022,aug,19,049,Dallas,0.8224275443050352,71582,0.8023685100179073,11850
2022,aug,19,153,Polk,0.8171009896427429,41895,0.8022181051759689,6793
2022,aug,19,077,Guthrie,0.8200411288985977,58382,0.8291130298681089,9620
2022,aug,19,099,Jasper,0.8601005809245985,94144,0.8219123279779095,15576
2024,aug,19,149,Plymouth,0.8455482876355921,133244,0.8581511754696479,21910
2024,aug,19,193,Woodbury,0.8369741473393939,118992,0.8531064386259699,19651
2024,aug,19,027,Carroll,0.8442036497824991,98542,0.8533446308144483,16296
2024,aug,19,061,Dubuque,0.8475228081385168,85128,0.8423547512273056,14143
2024,aug,19,101,Jefferson,0.8497623426799636,38330,0.8327263308509903,6380
2024,aug,19,187,Webster,0.8454991893637213,110679,0.8670648744647044,18075
2024,aug,19,111,Lee,0.8152842302891705,39717,0.80580982029926,6518
2024,aug,19,127,Marshall,0.8463191179224491,84773,0.8439536843516785,14056
2024,aug,19,195,Worth,0.8517221212432997,61468,0.8559118682035087,10128
2024,aug,19,033,Cerro Gordo,0.8491649445417551,92051,0.845398685438421,15201
2024,aug,19,051,Davis,0.8349835485989561,22913,0.8208227654957564,3737
2024,aug,19,179,Wapello,0.8378904487480504,30644,0.8249566056279831,5058
2024,aug,19,041,Clay,0.8222252960865258,80755,0.8536158969403543,13229
2024,aug,19,059,Dickinson,0.8078061612632106,47226,0.8254605533810091,8414
2024,aug,19,021,Buena Vista,0.8415085541840459,88092,0.8618445940469556,14745
2024,aug,19,013,Black Hawk,0.856344134578793,79049,0.8283891916092712,13072
2024,aug,19,075,Grundy,0.849908994868751,86123,0.8495521522625138,14279
2024,aug,19,017,Bremer,0.8516710120899319,65959,0.8303726932306681,10992
2024,aug,19,085,Harrison,0.8237841722040518,102862,0.816435114749914,17107
2024,aug,19,129,Mills,0.8335517680135786,55606,0.8231471231447177,9106
2024,aug,19,155,Pottawattamie,0.8174520901265337,135074,0.8209028182256366,22324
2024,aug,19,123,Mahaska,0.8338061401730973,68601,0.7988905137446438,11401
2024,aug,19,125,Marion,0.8413194430214731,40760,0.8372824313737001,6733
2024,aug,19,053,Decatur,0.7902685867338142,16592,0.8103399626282536,2703
2024,aug,19,031,Cedar,0.8486632726401818,83361,0.8392659496682481,13923
2024,aug,19,151,Pocahontas,0.8485551778816867,98412,0.8558458882596741,16337
2024,aug,19,109,Kossuth,0.8203290796091401,165642,0.8384415385881314,27239
2024,aug,19,089,Howard,0.8566708553723968,76990,0.8458356229900125,12703
2024,aug,19,147,Palo Alto,0.8195989479244973,91182,0.8438011583123829,15303
2024,aug,19,159,Ringgold,0.8029305673827676,28890,0.8136907213010464,4700
2024,aug,19,025,Calhoun,0.8606775009307382,97795,0.8611687154056085,15975
2024,aug,19,039,Clarke,0.8132881515712871,16487,0.8266429694971887,2698
2024,aug,19,065,Fayette,0.8560440383650341,106763,0.8393212592770934,17755
2024,aug,19,001,Adair,0.8207601335088515,60155,0.8342969414755471,10116
2024,aug,19,037,Chickasaw,0.8568194009728082,84295,0.8320764523520553,14005
2024,aug,19,081,Hancock,0.8425769458596367,101286,0.8568386266750045,16554
2024,aug,19,157,Poweshiek,0.843349208724412,78121,0.8119832844636977,12936
2024,aug,19,165,Shelby,0.8406418396689999,96232,0.8396877958844279,15904
2024,aug,19,185,Wayne,0.7963395820111173,30535,0.7954245617163967,5029
2024,aug,19,097,Jackson,0.839245328538196,68532,0.8377238990460903,11472
2024,aug,19,043,Clayton,0.8562179802272909,80780,0.8430710417621307,13494
2024,aug,19,007,Appanoose,0.818752399496483,17452,0.8122669087364046,2880
2024,aug,19,177,Van Buren,0.84120888262212,27989,0.8238589702171499,4583
2024,aug,19,197,Wright,0.8334724396220689,97136,0.8482572732926822,15945
2024,aug,19,137,Montgomery,0.8391207202852338,53379,0.8363318062482262,8858
2024,aug,19,175,Union,0.8121589474558185,29190,0.8342956525615447,4855
2024,aug,19,107,Keokuk,0.8424136723822376,64229,0.7989273738933957,10767
2024,aug,19,131,Mitchell,0.8629990449035845,86754,0.8691609618266148,14315
2024,aug,19,191,Winneshiek,0.8599857124286642,94494,0.8396241978881609,15811
2024,aug,19,161,Sac,0.8534037663168383,94273,0.8628736537050019,15469
2024,aug,19,055,Delaware,0.8533874530807801,106584,0.8482703871991852,17757
2024,aug,19,067,Floyd,0.852443331699487,81298,0.8477201727784932,13485
2024,aug,19,009,Audubon,0.8333946083901378,65393,0.8349665842421363,10736
2024,aug,19,079,Hamilton,0.8501987821511139,101804,0.854191949544798,16684
2024,aug,19,069,Franklin,0.8524333616691772,107672,0.8499248245310608,17806
2024,aug,19,141,O'Brien,0.843498447792099,94320,0.868423204068523,15334
2024,aug,19,167,Sioux,0.8426290928600111,139601,0.8684749471178229,22910
2024,aug,19,005,Allamakee,0.8458977343896513,52595,0.840058510340821,8791
2024,aug,19,189,Winnebago,0.8348339875929122,65330,0.85355858755444,10900
2024,aug,19,093,Ida,0.8573154124705675,69708,0.8762214582938007,11415
2024,aug,19,029,Cass,0.8230652253734535,73356,0.8192118316897998,12079
2024,aug,19,083,Hardin,0.8515683522226486,99698,0.8505904481726867,16577
2024,aug,19,173,Taylor,0.8119127190628681,44290,0.8335884415915157,7244
2024,aug,19,145,Page,0.8308227694218129,65385,0.8116440723402394,10834
2024,aug,19,035,Cherokee,0.8408977839289506,83987,0.8634994109458002,13726
2024,aug,19,071,Fremont,0.8172918645127625,67422,0.775385412285553,11109
2024,aug,19,095,Iowa,0.8444046208247229,70542,0.820043839632437,11720
2024,aug,19,023,Butler,0.8462527490082432,88176,0.8374118239604053,14597
2024,aug,19,063,Emmet,0.8240120557486784,61120,0.8392145313061442,10053
2024,aug,19,047,Crawford,0.8417468673692929,116839,0.8574342394045065,19335
2024,aug,19,019,Buchanan,0.8568372665852687,107299,0.8486471244738938,17718
2024,aug,19,143,Osceola,0.8222193897543218,60768,0.8475311353650112,10828
2024,aug,19,073,Greene,0.8535318686602713,87489,0.8713955216496793,14280
2024,aug,19,087,Henry,0.8413583157321723,42746,0.8086446639865935,7046
2024,aug,19,119,Lyon,0.8337841910560366,100663,0.862291894080571,16637
2024,aug,19,003,Adams,0.8001915457651325,39018,0.8290031445456802,6436
2024,aug,19,133,Monona,0.7952891272701547,96829,0.8190019806497172,16023
2024,aug,19,091,Humboldt,0.8204277312287293,68384,0.8482754466777205,11218
2024,aug,19,115,Louisa,0.8391563962317191,43466,0.8062354645236435,7330
2024,aug,19,171,Tama,0.8442310094040226,96665,0.8270385837263806,15802
2024,aug,19,135,Monroe,0.8445991772908101,13643,0.8410423248434474,2222
2024,aug,19,117,Lucas,0.8217630386143092,17385,0.8329024437265963,2855
2024,aug,19,057,Des Moines,0.8187670665994848,39030,0.8066509187989952,6450
2024,aug,19,011,Benton,0.8509073880238394,104746,0.829625944213825,17309
2024,aug,19,113,Linn,0.8529091096996249,80488,0.8335421574334464,13390
2024,aug,19,105,Jones,0.8578513841840778,83637,0.848464178024268,14035
2024,aug,19,103,Johnson,0.8427170237582563,62354,0.8150640459176759,10410
2024,aug,19,183,Washington,0.8456398297018712,64985,0.8230589481732731,10682
2024,aug,19,045,Clinton,0.8492976609197139,104405,0.8381361859560816,17359
2024,aug,19,163,Scott,0.8535729239677015,60131,0.8273117095263226,9924
2024,aug,19,139,Muscatine,0.8437303707270855,50376,0.8058652004330753,8338
2024,aug,19,169,Story,0.8455201819902808,85932,0.8468652894751164,14131
2024,aug,19,015,Boone,0.8470950221648963,84752,0.8646637541732071,14082
2024,aug,19,121,Madison,0.8345385449831444,39336,0.8355447865600443,6463
2024,aug,19,181,Warren,0.8410397756238644,33296,0.837952526155437,5511
2024,aug,19,049,Dallas,0.838666200201531,70987,0.8380362404504931,11809
2024,aug,19,153,Polk,0.837914413446642,41270,0.8243234252714235,6920
2024,aug,19,077,Guthrie,0.837599095188569,62613,0.8423178245899166,10354
2024,aug,19,099,Jasper,0.84613826105611,95039,0.8376276440251819,15769
